from,to,sign,timestamp
285,173,-1,1105312860
69,208,-1,1104935460
411,208,-1,1104984180
377,208,-1,1104992640
24,208,-1,1105117920
414,208,-1,1105119300
89,208,-1,1105324980
52,208,-1,1105343220
417,208,-1,1105409460
421,208,-1,1105482600
285,254,-1,1105168320
384,254,-1,1105226880
69,254,-1,1105251000
417,254,-1,1105409340
421,254,-1,1105514700
283,254,-1,1105580280
192,254,-1,1105736760
398,420,-1,1105465500
2,420,-1,1105467420
275,420,-1,1105471080
3,420,-1,1105472040
22,420,-1,1105481400
7,420,-1,1105487760
49,420,-1,1105505820
370,420,-1,1105508100
425,423,-1,1105601100
285,193,-1,1105926120
3,427,-1,1105822920
7,427,-1,1105827900
22,427,-1,1105838040
285,427,-1,1105926420
243,427,-1,1105945380
69,427,-1,1106023980
142,427,-1,1106085600
92,427,-1,1106357280
89,426,-1,1106385000
2,428,-1,1106176500
69,432,-1,1106541120
20,434,-1,1106356380
49,434,-1,1106373000
89,434,-1,1106385120
243,434,-1,1106388840
230,434,-1,1106397780
22,434,-1,1106697060
435,434,-1,1106732340
9,436,-1,1106747160
46,436,-1,1106778900
18,436,-1,1106794620
139,436,-1,1106828760
398,436,-1,1106862540
20,436,-1,1107061860
382,436,-1,1107129420
22,439,-1,1107064320
382,439,-1,1107129240
117,439,-1,1107151980
440,439,-1,1107264960
293,439,-1,1107390060
89,439,-1,1107498540
442,441,-1,1107522060
444,443,-1,1107581820
267,443,-1,1108060740
52,413,-1,1107836160
398,446,-1,1107818700
77,446,-1,1107820260
294,446,-1,1107831420
230,446,-1,1107833340
49,446,-1,1107846000
31,446,-1,1107882600
7,446,-1,1107899460
236,446,-1,1107967440
170,446,-1,1107998580
22,446,-1,1108012920
447,446,-1,1108050540
10,446,-1,1108139340
398,450,-1,1108125240
142,450,-1,1108129620
10,450,-1,1108139940
5,450,-1,1108152480
52,300,-1,1108300740
69,300,-1,1108410060
172,294,-1,1108350120
20,294,-1,1108443060
295,294,-1,1108445100
9,294,-1,1108450320
452,294,-1,1108511760
438,294,-1,1108574280
281,294,-1,1108823400
174,309,-1,1109116320
198,309,-1,1109150940
112,309,-1,1109291160
142,309,-1,1109334420
413,309,-1,1109464860
421,309,-1,1109511180
228,454,-1,1117965000
421,454,-1,1117965360
455,454,-1,1117973940
456,454,-1,1117978200
412,454,-1,1117979700
457,454,-1,1117984320
44,454,-1,1117985640
458,454,-1,1117986180
52,454,-1,1117986960
241,454,-1,1117987980
230,454,-1,1117993920
422,454,-1,1117994220
459,454,-1,1117997100
460,454,-1,1117998240
424,454,-1,1117998600
461,454,-1,1117999560
462,454,-1,1118006040
367,454,-1,1118006940
463,454,-1,1118007180
464,454,-1,1118008080
465,454,-1,1118029920
69,466,-1,1109518620
20,466,-1,1109525760
401,466,-1,1109865120
468,466,-1,1109921100
192,466,-1,1109963040
52,472,-1,1109897640
69,472,-1,1109909280
147,472,-1,1109955780
285,472,-1,1110165960
106,472,-1,1110179700
273,472,-1,1110240660
478,472,-1,1110319080
479,472,-1,1110324600
404,472,-1,1110330540
469,472,-1,1110393660
346,472,-1,1110402480
37,472,-1,1110459660
77,480,-1,1110117900
193,480,-1,1110124680
230,480,-1,1110146940
22,480,-1,1110149340
9,480,-1,1110189060
243,480,-1,1110265740
49,480,-1,1110347940
22,181,-1,1110136500
293,181,-1,1110141480
230,181,-1,1110144300
398,181,-1,1110155100
220,181,-1,1110155220
285,181,-1,1110166440
388,181,-1,1110174180
476,181,-1,1110184920
201,181,-1,1110187740
9,181,-1,1110188940
109,181,-1,1110195000
127,181,-1,1110251220
133,181,-1,1110274740
192,181,-1,1110294360
481,181,-1,1110299520
478,181,-1,1110318660
41,181,-1,1110360660
116,181,-1,1110473940
41,486,-1,1110326160
285,486,-1,1110346740
56,486,-1,1110348120
11,486,-1,1110488460
487,486,-1,1110519600
79,486,-1,1110577860
398,486,-1,1110629400
236,486,-1,1110631860
2,486,-1,1110657900
474,486,-1,1110713040
193,486,-1,1110728580
62,486,-1,1110733140
37,486,-1,1110746880
283,486,-1,1110759660
488,486,-1,1110833460
15,486,-1,1110842940
8,486,-1,1110848520
58,486,-1,1110869760
133,486,-1,1110872100
429,486,-1,1110907500
20,383,-1,1110580140
230,383,-1,1110594300
398,383,-1,1110637680
234,383,-1,1110664740
22,383,-1,1110666000
462,383,-1,1110749280
10,383,-1,1110752640
9,383,-1,1110875520
7,383,-1,1110913740
52,490,-1,1110637260
398,490,-1,1110637440
374,490,-1,1110644040
140,490,-1,1110749160
10,490,-1,1110754560
9,490,-1,1110875940
7,490,-1,1110914040
236,490,-1,1110921360
44,490,-1,1110942360
77,490,-1,1111122540
20,491,-1,1110648600
10,491,-1,1110755100
9,491,-1,1110875880
173,491,-1,1110927000
493,491,-1,1111042080
5,491,-1,1111197240
52,388,-1,1111160040
52,367,-1,1111159740
69,367,-1,1111295340
421,367,-1,1111519140
478,427,-1,1111258380
258,427,-1,1111424940
457,427,-1,1111493820
421,427,-1,1111519920
230,500,-1,1111455660
457,500,-1,1111460040
234,500,-1,1111483560
421,500,-1,1111519740
7,500,-1,1111534920
9,500,-1,1111565220
236,500,-1,1111663740
239,500,-1,1111872900
69,501,-1,1111512840
421,501,-1,1111519380
174,295,-1,1111545360
502,295,-1,1111551780
56,295,-1,1111553280
503,295,-1,1111554000
102,295,-1,1111554120
9,295,-1,1111565160
258,295,-1,1111584480
230,295,-1,1111589940
11,295,-1,1111602480
116,295,-1,1111686000
122,295,-1,1111704840
5,295,-1,1111712940
429,295,-1,1111714200
67,295,-1,1111726020
388,295,-1,1111776060
370,295,-1,1111786620
469,295,-1,1111809540
507,295,-1,1111870200
52,295,-1,1111883040
412,295,-1,1111942500
466,295,-1,1112109000
11,508,-1,1111602780
421,508,-1,1111736880
239,508,-1,1111872420
509,508,-1,1112050320
69,513,-1,1111672980
421,436,-1,1111737900
421,516,-1,1111738020
510,516,-1,1112127600
346,516,-1,1112285760
55,427,-1,1112046900
161,427,-1,1112162520
517,427,-1,1112266860
56,427,-1,1112384160
239,520,-1,1112112300
7,520,-1,1112127120
521,7,-1,1112150640
8,7,-1,1112193720
352,7,-1,1112317500
94,522,-1,1112169480
531,531,-1,1112329500
457,533,-1,1112530740
139,533,-1,1112531220
119,533,-1,1112532780
18,533,-1,1112548860
21,533,-1,1112549160
422,533,-1,1112549820
535,533,-1,1112551200
10,533,-1,1112556540
230,533,-1,1112563320
370,533,-1,1112564880
388,533,-1,1112569080
477,533,-1,1112596920
94,533,-1,1112620680
481,533,-1,1112625480
239,533,-1,1112648400
283,533,-1,1112651520
155,533,-1,1112653980
140,533,-1,1112655600
102,533,-1,1112660100
109,533,-1,1112743380
159,533,-1,1112771520
489,533,-1,1112778960
144,533,-1,1112779980
536,533,-1,1112814000
539,537,-1,1113179700
241,538,-1,1112988360
230,538,-1,1112989560
139,538,-1,1112995560
457,538,-1,1113045420
89,538,-1,1113104040
10,538,-1,1113139620
295,538,-1,1113243480
456,544,-1,1113089940
192,544,-1,1113244980
499,544,-1,1113265080
7,544,-1,1113421920
412,544,-1,1113456420
92,544,-1,1113498420
75,544,-1,1113542520
433,544,-1,1113569400
545,544,-1,1113617580
142,544,-1,1113690840
22,544,-1,1113703500
475,544,-1,1113706020
20,544,-1,1113706500
370,544,-1,1113706740
492,544,-1,1113711120
422,544,-1,1113728040
2,544,-1,1113758580
546,544,-1,1113762360
547,544,-1,1113762840
175,544,-1,1113771180
62,544,-1,1113775440
469,544,-1,1113790800
548,232,-1,1113443040
175,415,-1,1113771060
388,553,-1,1113272460
230,553,-1,1113299100
139,553,-1,1113330900
459,553,-1,1113413580
241,553,-1,1113445440
234,553,-1,1113605880
62,553,-1,1113809040
89,553,-1,1113872700
429,401,-1,1113479580
239,438,-1,1113494340
89,438,-1,1113872520
545,557,-1,1113600960
420,557,-1,1113601140
558,557,-1,1113603900
401,557,-1,1113606960
108,557,-1,1113614760
483,557,-1,1113615780
296,557,-1,1113621960
559,557,-1,1113630540
235,557,-1,1113631860
230,557,-1,1113650340
429,557,-1,1113669720
56,557,-1,1113686400
507,557,-1,1113817260
560,557,-1,1113840600
131,557,-1,1113893100
7,557,-1,1113948060
251,557,-1,1113993240
421,561,-1,1114320060
20,523,-1,1113958980
10,523,-1,1113961140
230,523,-1,1113994500
433,523,-1,1114017600
7,523,-1,1114200960
421,523,-1,1114320180
89,523,-1,1114530120
241,563,-1,1113967560
235,563,-1,1113999600
52,475,-1,1114050060
404,475,-1,1114199340
43,475,-1,1114317180
421,475,-1,1114319880
256,480,-1,1113999300
457,480,-1,1114000140
239,480,-1,1114014840
241,480,-1,1114025040
412,480,-1,1114054620
139,480,-1,1114112940
404,480,-1,1114199280
7,480,-1,1114201500
228,480,-1,1114272600
421,480,-1,1114320180
5,480,-1,1114451820
528,480,-1,1114500480
151,480,-1,1114595580
471,480,-1,1114677600
421,565,-1,1114320120
89,565,-1,1114530240
421,418,-1,1114319700
89,418,-1,1114529580
322,418,-1,1114584120
421,552,-1,1114319820
236,552,-1,1114509540
2,567,-1,1114360740
94,567,-1,1114377480
56,567,-1,1114378680
41,567,-1,1114399020
330,567,-1,1114444620
89,567,-1,1114529040
43,567,-1,1114639080
193,567,-1,1114668780
116,567,-1,1114705500
52,569,-1,1114498320
451,241,-1,1114515360
554,241,-1,1114565580
233,241,-1,1114637580
543,241,-1,1114708200
489,241,-1,1114788900
5,241,-1,1114878540
549,241,-1,1114945440
116,570,-1,1114705380
489,570,-1,1114782060
547,570,-1,1115071440
469,570,-1,1115081340
552,570,-1,1115091600
481,570,-1,1115119920
572,570,-1,1115145480
204,573,-1,1114570560
554,573,-1,1114571580
233,573,-1,1114589100
246,573,-1,1114608780
503,573,-1,1114610760
309,573,-1,1114621140
552,573,-1,1114657020
574,573,-1,1114658280
492,573,-1,1114818780
185,573,-1,1114863420
470,573,-1,1115068200
109,573,-1,1115089860
138,573,-1,1115105400
572,573,-1,1115145900
20,575,-1,1114635780
545,575,-1,1114636260
89,575,-1,1114662360
469,575,-1,1114669440
576,575,-1,1115108100
503,575,-1,1115140680
489,577,-1,1114678620
578,577,-1,1114679220
428,577,-1,1114680000
409,577,-1,1114686900
374,577,-1,1114689240
20,577,-1,1114693080
481,577,-1,1114700760
116,577,-1,1114705800
228,577,-1,1114735620
243,577,-1,1114754940
139,577,-1,1114771440
469,577,-1,1114819500
456,577,-1,1114827000
5,577,-1,1114878240
552,577,-1,1114915500
551,577,-1,1115077020
